RA,Ano_Referencia,Fase,INDE,IAN,IDA,IEG,IPS,IPP,IPV,Probabilidade_Risco,Risco_Real_2024,Classificacao_Modelo
RA-472,2023,FASE 2,6.6858,5.0,5.5,7.1,7.52,7.708333333,8.223333333,0.46734603579082457,1,1
RA-991,2023,ALFA,7.7687,5.0,7.7,9.1,3.14,6.875,9.585,0.4670823092306777,1,1
RA-40,2023,FASE 6,7.169975,5.0,5.9,8.2,7.52,7.96875,7.755,0.4665855406494498,0,1
RA-369,2023,FASE 2,6.0197,5.0,4.0,4.1,5.0,8.541666667,7.726666667,0.46596901696856763,0,1
RA-664,2023,FASE 1,8.0872,5.0,8.0,9.6,7.52,7.916666667,8.116666667,0.46582911316285375,0,1
RA-916,2023,ALFA,7.3882,5.0,6.6,9.7,2.52,6.25,9.005,0.46486595750024173,1,1
RA-863,2023,ALFA,5.92975,10.0,6.3,7.6,3.14,5.9375,6.26,0.4645898731669775,1,1
RA-833,2023,FASE 1,7.81295,5.0,7.4,9.5,3.77,8.4375,8.56,0.4645564679011179,0,1
RA-792,2023,ALFA,7.6267,5.0,7.2,7.7,7.52,6.875,9.085,0.4643161488242764,1,1
RA-963,2023,ALFA,8.6142,5.0,8.5,9.8,7.52,7.5,,0.46426222944115003,0,1
RA-1054,2023,FASE 1,7.459533333,5.0,6.6,8.6,7.52,7.5,7.836666667,0.4632492581567629,1,1
RA-408,2023,FASE 2,7.242133333,5.0,6.8,8.5,3.77,8.333333333,8.45,0.46016591533482976,0,1
RA-199,2023,FASE 3,7.892341667,5.0,8.5,7.6,7.51,7.96875,8.505,0.45938883277926457,1,1
RA-1163,2023,FASE 3,7.749391667,5.0,7.2,9.3,7.52,7.65625,7.75,0.4578015185964214,0,1
RA-624,2023,FASE 1,8.270825,5.0,8.6,9.2,7.52,8.90625,8.39,0.45697073723726933,0,1
RA-608,2023,FASE 1,7.401741667,5.0,6.2,7.5,7.52,7.96875,8.113333333,0.4567134404857204,0,1
RA-183,2023,FASE 3,7.586241667,5.0,7.7,9.7,2.52,7.96875,8.795,0.45609547410680085,0,1
RA-340,2023,FASE 2,7.059666667,5.0,8.9,9.6,2.52,9.166666667,8.505,0.4545237483970506,0,1
RA-342,2023,FASE 3,7.539875,5.0,6.6,8.6,7.52,7.96875,8.505,0.45348629543870034,1,1
RA-527,2023,FASE 1,7.5682,5.0,6.5,9.1,7.52,7.5,7.78,0.45323693588534564,0,1
RA-1112,2023,FASE 2,7.088866667,5.0,6.3,7.9,2.52,8.333333333,8.616666667,0.4526410148784947,0,1
RA-964,2023,ALFA,7.7997,5.0,7.2,9.4,7.52,6.875,8.5,0.45223165184362524,1,1
RA-1119,2023,FASE 2,7.192,5.0,5.9,9.7,3.77,7.708333333,8.453333333,0.4520131181269383,1,1
RA-1203,2023,FASE 5,7.487841667,5.0,7.2,10.0,2.52,7.96875,7.8775,0.45077225752018185,0,1
RA-1021,2023,FASE 1,6.964616667,10.0,3.3,9.2,3.77,7.1875,7.893333333,0.44956988288998223,1,1
RA-725,2023,ALFA,8.117366667,5.0,8.4,9.0,7.52,8.125,8.113333333,0.4484552332401327,1,1
RA-1098,2023,FASE 2,7.2787,5.0,6.4,9.5,2.52,8.125,7.92,0.44840211922208645,0,1
RA-769,2023,ALFA,7.85345,5.0,8.0,9.3,3.77,7.8125,8.675,0.4477594710009518,1,1
RA-1160,2023,FASE 3,6.636166667,10.0,2.7,8.7,2.52,6.875,7.2575,0.44736381335341485,1,1
RA-356,2023,FASE 3,6.452008333,10.0,3.4,8.5,2.52,6.09375,6.5025,0.44550779380095845,0,1
RA-748,2023,ALFA,8.7142,5.0,9.1,9.7,7.52,7.5,,0.4452639637708515,1,1
RA-496,2023,FASE 2,6.603666667,5.0,8.3,7.1,5.0,7.916666667,8.71,0.4451999998271639,0,1
RA-434,2023,FASE 2,7.069766667,5.0,6.6,8.0,7.52,7.5,7.613333333,0.44442116569498213,0,1
RA-684,2023,ALFA,7.4277,10.0,6.5,8.1,7.52,6.875,5.84,0.44424826986821514,0,1
RA-745,2023,FASE 1,7.668366667,5.0,7.0,9.3,3.77,8.125,8.893333333,0.4441412388832911,0,1
RA-1108,2023,FASE 2,6.310833333,5.0,4.7,9.3,5.0,8.541666667,8.283333333,0.4423103336278848,0,1
RA-1090,2023,FASE 2,7.844033333,5.0,9.0,9.6,2.52,8.958333333,7.88,0.44090003067227956,0,1
RA-1019,2023,FASE 1,7.177033333,10.0,4.3,9.1,5.02,6.875,7.836666667,0.43962074116738936,0,1
RA-623,2023,FASE 2,7.8307,5.0,7.3,9.5,7.52,7.291666667,7.446666667,0.43903466489462617,1,1
RA-1073,2023,FASE 2,6.384333333,5.0,6.2,8.8,2.52,8.333333333,9.045,0.43899987144474645,0,1
RA-968,2023,ALFA,8.4942,5.0,8.3,9.7,7.52,7.5,,0.43771333901573195,1,1
RA-606,2023,FASE 1,7.402491667,5.0,6.0,8.5,7.52,7.65625,8.223333333,0.4349868129020852,0,1
RA-1049,2023,FASE 1,7.443366667,5.0,6.3,7.7,7.52,8.125,7.943333333,0.43435022177855276,1,1
RA-96,2023,FASE 6,7.610791667,5.0,6.4,8.9,7.52,7.65625,7.84,0.43344183980340517,0,1
RA-778,2023,FASE 1,7.926825,5.0,8.2,7.9,7.52,8.90625,8.62,0.4326000497397576,0,1
RA-755,2023,ALFA,8.7442,5.0,9.2,9.5,7.52,7.5,,0.4325765906258884,1,1
RA-795,2023,ALFA,8.4642,5.0,8.2,9.6,7.52,7.5,,0.43227667560690636,1,1
RA-799,2023,FASE 1,8.061533333,5.0,8.3,9.6,5.64,8.333333333,8.17,0.4318641538235689,0,1
RA-853,2023,ALFA,7.8402,5.0,7.4,9.5,3.77,6.25,9.84,0.4316550705251217,0,1
RA-1035,2023,FASE 1,6.888833333,10.0,5.8,8.3,7.52,7.708333333,7.78,0.43072345303991216,1,1
RA-19,2023,FASE 7,7.710866667,5.0,7.8,9.4,5.63,7.75,8.1725,0.4307223270888992,0,1
RA-1166,2023,FASE 3,7.307858333,5.0,4.8,9.6,7.52,7.65625,7.9175,0.4289607902659297,1,1
RA-1169,2023,FASE 3,7.213625,5.0,6.3,9.5,5.0,7.03125,8.0025,0.4254961861888265,1,1
RA-518,2023,FASE 2,7.5762,10.0,6.7,8.5,5.0,8.125,6.9175,0.42510745370343506,0,1
RA-480,2023,FASE 1,8.226408333,5.0,7.9,9.7,7.52,7.96875,8.336666667,0.4250094779939099,0,1
RA-1221,2023,FASE 7,8.027466667,5.0,8.7,9.1,6.26,8.0,8.09,0.4243702655062824,0,1
RA-953,2023,ALFA,7.54005,10.0,8.3,8.8,3.14,6.5625,7.09,0.42413648505677837,0,1
RA-893,2023,ALFA,8.8042,5.0,9.3,10.0,7.52,7.5,,0.42253994855451193,0,1
RA-690,2023,ALFA,8.6112,5.0,9.1,9.8,6.89,7.5,,0.42077489599693557,1,1
RA-363,2023,FASE 2,6.680833333,5.0,6.8,9.9,2.52,8.541666667,8.673333333,0.4206953327705969,0,1
RA-1013,2023,ALFA,7.6237,10.0,8.3,9.6,4.39,5.625,5.76,0.41930583152990164,1,1
RA-1082,2023,FASE 2,7.1617,5.0,5.0,9.5,2.52,8.75,8.4225,0.4176362537781046,1,1
RA-562,2023,FASE 2,6.824833333,5.0,8.7,8.5,2.52,8.541666667,8.893333333,0.4162847386769744,0,1
RA-1030,2023,FASE 1,7.4027,5.0,6.9,9.7,3.77,6.875,8.39,0.4154939226548589,0,1
RA-509,2023,FASE 2,7.606033333,5.0,8.6,8.1,2.52,8.958333333,8.84,0.41547166543417907,0,1
RA-638,2023,FASE 1,7.754866667,5.0,6.5,9.4,7.52,8.333333333,7.946666667,0.413420846090252,0,1
RA-308,2023,FASE 4,6.578558333,10.0,4.9,6.8,5.0,7.03125,7.5025,0.41200702722078986,0,1
RA-313,2023,FASE 4,7.011091667,10.0,3.9,8.7,2.52,7.65625,7.75,0.40891292082918945,1,1
RA-1087,2023,FASE 2,7.2067,5.0,5.4,9.5,2.52,8.75,8.0475,0.40751511920150996,0,1
RA-782,2023,ALFA,7.6812,5.0,7.5,9.8,2.52,7.5,9.345,0.40720039908612343,0,1
RA-1099,2023,FASE 2,7.113533333,5.0,5.2,9.6,2.52,8.333333333,8.34,0.4071396223287747,0,1
RA-626,2023,FASE 2,7.231033333,5.0,6.5,9.2,4.39,7.291666667,7.613333333,0.40635641482290774,0,1
RA-1063,2023,FASE 1,7.490825,5.0,5.9,9.5,7.52,6.40625,7.89,0.4060361046344639,1,1
RA-949,2023,ALFA,8.0172,10.0,8.9,8.1,7.52,6.25,6.5,0.4045140492001268,1,1
RA-988,2023,ALFA,7.9568,5.0,8.5,8.1,7.52,6.25,9.84,0.40243937424977455,1,1
RA-1149,2023,FASE 3,7.410108333,5.0,7.2,9.8,2.52,7.96875,8.1725,0.40160646969877906,1,1
RA-1029,2023,FASE 1,7.058533333,10.0,5.4,6.3,3.77,7.5,8.006666667,0.40060550446225823,1,1
RA-64,2023,FASE 6,7.452541667,5.0,6.7,9.2,6.89,7.34375,7.9625,0.40018456088134,0,1
RA-547,2023,FASE 2,6.467,5.0,6.2,9.1,2.52,8.75,8.95,0.4000638558617087,0,1
RA-966,2023,ALFA,7.44345,5.0,5.0,10.0,7.52,6.5625,7.675,0.3999289774891278,1,1
RA-927,2023,ALFA,7.5982,5.0,6.4,9.7,3.77,7.5,9.255,0.3979837519626881,0,1
RA-59,2023,FASE 6,7.692291667,5.0,7.2,9.6,5.63,8.28125,8.4225,0.3973872869182863,0,1
RA-1118,2023,FASE 2,7.163833333,5.0,6.0,8.8,7.52,7.708333333,8.28,0.39730756844533305,0,1
RA-752,2023,FASE 1,8.073825,5.0,6.4,9.9,7.52,7.65625,9.23,0.39717834199303975,1,1
RA-1095,2023,FASE 2,6.238,5.0,5.3,9.8,2.52,8.75,8.005,0.39702324555923063,0,1
RA-1001,2023,ALFA,8.1162,5.0,7.8,9.1,7.52,7.5,9.17,0.39605636323432897,1,1
RA-918,2023,ALFA,7.4967,10.0,7.7,8.7,2.52,5.625,7.01,0.3958984078802584,1,1
RA-618,2023,FASE 2,6.4745,5.0,6.2,9.2,5.02,8.125,7.95,0.3946242572995734,1,1
RA-456,2023,FASE 2,7.518,5.0,9.9,8.3,4.39,9.583333333,9.953333333,0.39431382503081985,0,1
RA-1048,2023,FASE 1,7.811366667,5.0,8.2,9.5,3.77,8.541666667,8.5,0.3939419230871993,0,1
RA-653,2023,FASE 2,7.385666667,5.0,7.9,9.8,6.27,9.166666667,9.06,0.3932755927875486,0,1
RA-1075,2023,FASE 2,6.591333333,5.0,5.5,9.6,5.0,7.708333333,9.0025,0.3930254014371092,1,1
RA-494,2023,FASE 2,7.116633333,5.0,6.8,9.0,2.52,7.708333333,8.71,0.3925298228580383,0,1
RA-757,2023,ALFA,8.6742,5.0,9.3,9.6,7.52,7.5,,0.391713447537886,1,1
RA-760,2023,FASE 2,6.548333333,5.0,6.3,8.8,7.52,7.083333333,7.84,0.39107311540208844,0,1
RA-994,2023,ALFA,7.4127,10.0,6.0,9.4,3.77,5.625,7.265,0.3907035884003683,1,1
RA-1181,2023,FASE 4,6.971266667,10.0,4.8,8.3,2.52,7.5,7.3375,0.3905671346984983,0,1
RA-402,2023,FASE 3,6.632716667,10.0,4.2,7.3,2.52,7.8125,6.88,0.3903177560204549,0,1
RA-921,2023,ALFA,7.7407,10.0,6.3,9.7,7.52,5.625,6.68,0.39017511848692077,1,1
RA-1022,2023,FASE 1,7.164616667,10.0,4.7,8.5,3.77,7.1875,7.893333333,0.3886337501914488,1,1
RA-826,2023,ALFA,7.77645,5.0,7.3,10.0,3.77,7.8125,8.34,0.38716516896609765,1,1
RA-1024,2023,FASE 1,7.788875,5.0,9.8,10.0,6.27,9.21875,8.95,0.38703419589144294,1,1
RA-600,2023,FASE 1,7.651658333,5.0,7.2,8.4,7.52,8.28125,8.056666667,0.3864750967307402,0,1
RA-898,2023,ALFA,8.4217,5.0,9.4,9.8,3.77,8.125,,0.3856553138645186,1,1
RA-1058,2023,FASE 1,7.356533333,10.0,5.4,8.7,3.14,7.083333333,7.62,0.3855604313306703,1,1
RA-858,2023,ALFA,7.248833333,10.0,9.3,8.1,3.77,8.125,7.946666667,0.3815156751813159,1,1
RA-1040,2023,FASE 1,7.81545,5.0,6.6,9.3,7.52,7.8125,8.06,0.3802297164109257,1,1
RA-836,2023,ALFA,7.6417,5.0,6.7,9.6,6.27,6.875,8.085,0.3794005316039881,1,1
RA-461,2023,FASE 2,7.2379,5.0,7.4,7.9,3.77,8.541666667,8.616666667,0.3792393960240356,0,1
RA-894,2023,ALFA,8.8142,5.0,9.4,9.9,7.52,7.5,,0.37916515855202904,1,1
RA-713,2023,FASE 1,7.408033333,5.0,7.5,9.6,3.77,6.875,8.166666667,0.37825928686814364,0,1
RA-389,2023,FASE 2,6.687,5.0,8.2,8.2,2.52,8.75,8.95,0.37689501525904184,0,1
RA-1081,2023,FASE 2,7.666033333,5.0,6.5,10.0,2.52,8.958333333,8.59,0.3768502373004458,0,1
RA-873,2023,ALFA,7.8012,5.0,7.0,9.7,7.52,6.25,8.67,0.3761641753991993,1,1
RA-1015,2023,FASE 1,7.538908333,5.0,6.3,9.3,6.27,7.34375,7.786666667,0.37502523971754853,0,1
RA-700,2023,ALFA,8.2852,5.0,7.8,9.7,7.52,6.25,9.84,0.37097149231016063,1,1
RA-1038,2023,FASE 1,7.736825,5.0,6.5,9.3,7.52,8.90625,8.17,0.37027072768212516,0,1
RA-1115,2023,FASE 2,6.474,10.0,4.0,8.3,7.52,7.5,7.56,0.3697923940308044,0,1
RA-802,2023,FASE 1,8.126866667,5.0,9.4,9.3,7.52,8.333333333,7.506666667,0.3695442796763555,0,1
RA-628,2023,FASE 1,8.370325,5.0,9.4,8.9,7.52,8.28125,8.45,0.36891263839026106,1,1
RA-1059,2023,FASE 1,7.763741667,5.0,7.6,9.8,2.52,7.96875,8.673333333,0.3686456002823309,0,1
RA-819,2023,FASE 1,7.944833333,10.0,9.5,8.3,7.52,8.541666667,8.893333333,0.36675347062024305,0,1
RA-1052,2023,FASE 1,6.960333333,10.0,5.3,9.0,7.52,7.916666667,7.833333333,0.36591798949892673,1,1
RA-796,2023,FASE 1,7.462866667,5.0,5.5,9.8,6.27,7.083333333,8.336666667,0.36588713482590696,1,1
RA-580,2023,FASE 1,8.4712,5.0,9.0,9.8,7.52,8.75,8.67,0.36584339326998583,1,1
RA-528,2023,FASE 2,7.6892,5.0,8.2,8.5,5.0,8.75,7.92,0.36525430790281394,0,1
RA-687,2023,FASE 1,7.617533333,5.0,6.9,9.0,7.52,7.5,8.226666667,0.3640977147248077,0,1
RA-501,2023,FASE 1,8.1357,5.0,8.9,8.4,7.52,8.541666667,9.396666667,0.3638673461064388,0,1
RA-651,2023,FASE 2,7.332,10.0,9.3,8.2,3.77,8.75,7.95,0.36234008891685776,0,1
RA-794,2023,ALFA,7.9842,5.0,6.2,9.2,7.52,7.5,,0.3614009087662497,0,1
RA-862,2023,ALFA,8.2212,5.0,8.9,9.1,8.14,7.5,8.585,0.3605844447560176,1,1
RA-946,2023,ALFA,8.5822,10.0,9.3,9.4,7.52,7.5,7.0,0.3597594715986696,1,1
RA-910,2023,ALFA,7.801,10.0,8.9,8.8,7.52,8.75,8.17,0.3590821912760113,0,1
RA-614,2023,FASE 2,8.2282,5.0,8.6,9.1,7.52,8.333333333,8.563333333,0.3587200647912104,1,1
RA-945,2023,ALFA,8.0777,10.0,7.9,9.2,7.52,6.875,6.84,0.35771430001387017,1,1
RA-376,2023,FASE 2,7.1392,5.0,5.9,9.6,2.52,7.916666667,8.226666667,0.3562175706377981,1,1
RA-891,2023,ALFA,7.8882,5.0,7.5,9.5,6.89,7.5,7.995,0.3557246076716012,1,1
RA-299,2023,FASE 4,6.796541667,10.0,6.1,9.6,2.52,7.96875,8.005,0.3548726634781353,0,1
RA-787,2023,ALFA,7.5227,5.0,5.9,9.8,7.52,5.625,8.34,0.35461292879921863,1,1
RA-445,2023,FASE 2,7.9087,5.0,8.4,8.8,6.89,8.541666667,8.176666667,0.35400432185273245,0,1
RA-652,2023,FASE 1,7.871033333,5.0,7.0,9.4,6.89,8.125,8.446666667,0.35119692710865597,0,1
RA-539,2023,FASE 2,7.796866667,5.0,8.5,8.6,2.52,9.166666667,8.84,0.35052071792127226,0,1
RA-1009,2023,ALFA,7.245,10.0,8.8,9.0,3.77,7.5,7.84,0.3498692524411219,1,0
RA-1129,2023,FASE 2,7.309333333,10.0,7.8,9.2,6.27,7.916666667,7.503333333,0.34779422142795363,0,0
RA-1004,2023,ALFA,8.3137,10.0,7.9,9.6,7.52,6.875,7.42,0.3465916308574817,1,0
RA-81,2023,FASE 5,7.45425,10.0,6.3,8.8,2.52,7.8125,7.2125,0.34599389191185614,0,0
RA-1106,2023,FASE 2,7.1642,5.0,5.1,9.3,5.0,8.333333333,8.003333333,0.34582608288431915,0,0
RA-469,2023,FASE 2,7.482533333,5.0,7.8,9.3,2.52,7.916666667,8.843333333,0.34514869639175844,0,0
RA-1034,2023,FASE 1,7.9642,5.0,8.3,9.0,7.52,8.333333333,8.393333333,0.34361161984583066,0,0
RA-375,2023,FASE 2,7.070833333,5.0,7.9,9.9,5.0,8.541666667,8.283333333,0.34356970028623,0,0
RA-702,2023,ALFA,8.239866667,5.0,9.3,10.0,5.63,7.5,7.833333333,0.3427547190001477,1,0
RA-808,2023,ALFA,8.1932,5.0,8.7,10.0,2.52,7.5,9.755,0.3419801673604808,0,0
RA-629,2023,FASE 1,8.013866667,5.0,7.5,9.4,7.52,7.916666667,7.95,0.34175472106925436,0,0
RA-277,2023,FASE 4,7.7284,5.0,5.5,9.9,7.52,8.125,8.7525,0.3413016952435037,0,0
RA-548,2023,FASE 2,7.4322,5.0,7.4,9.1,2.52,8.333333333,8.283333333,0.34082648309081914,0,0
RA-1065,2023,FASE 1,8.03395,5.0,7.0,9.6,7.52,8.4375,8.84,0.3402979827212764,0,0
RA-834,2023,FASE 1,8.662616667,5.0,9.2,9.9,6.27,9.6875,9.283333333,0.33813803585828206,0,0
RA-688,2023,FASE 1,8.0442,5.0,8.6,9.3,7.52,7.5,8.06,0.3367913836404097,0,0
RA-332,2023,FASE 3,8.002591667,5.0,6.8,8.4,8.76,8.28125,9.175,0.3364174868888859,0,0
RA-832,2023,FASE 1,8.2697,5.0,8.5,9.5,7.52,7.708333333,8.283333333,0.3360167523237279,0,0
RA-861,2023,ALFA,9.31095,10.0,9.6,10.0,8.13,8.4375,8.92,0.335517200032558,1,0
RA-191,2023,FASE 4,7.263666667,10.0,7.8,9.7,2.52,8.125,8.4625,0.3348906261789271,0,0
RA-390,2023,FASE 3,6.905741667,10.0,4.8,8.8,2.52,7.34375,7.005,0.3336435844005415,0,0
RA-926,2023,ALFA,7.7792,5.0,6.8,10.0,3.77,7.5,9.51,0.3333457155392905,1,0
RA-954,2023,ALFA,6.82375,10.0,7.7,8.3,3.14,7.1875,8.005,0.3331316927973744,0,0
RA-935,2023,ALFA,7.9535,5.0,9.4,9.8,7.52,9.375,9.67,0.33305847703425645,1,0
RA-357,2023,FASE 2,8.2832,5.0,8.7,9.6,7.52,8.75,8.23,0.33211393380484183,1,0
RA-698,2023,FASE 1,7.553616667,10.0,5.7,9.9,2.52,7.1875,8.113333333,0.3320475862600027,0,0
RA-220,2023,FASE 4,7.102016667,10.0,6.1,7.6,2.52,7.1875,7.5475,0.331567541801907,0,0
RA-1020,2023,FASE 1,7.612283333,10.0,6.1,9.1,2.52,7.1875,8.056666667,0.3315001552086754,0,0
RA-753,2023,ALFA,8.6672,5.0,9.0,9.9,7.52,7.5,9.925,0.331367837790094,1,0
RA-360,2023,FASE 3,5.790875,10.0,4.3,7.3,2.52,7.34375,7.4225,0.32962972282387426,1,0
RA-646,2023,FASE 2,8.3547,5.0,8.4,8.9,7.52,8.958333333,8.783333333,0.32923489741375017,1,0
RA-771,2023,ALFA,7.056,10.0,8.2,8.8,3.14,6.25,8.585,0.32838684464743984,1,0
RA-939,2023,ALFA,7.9742,5.0,5.4,10.0,7.52,7.5,,0.3278015455511664,1,0
RA-1018,2023,FASE 1,6.824,10.0,6.3,8.5,5.02,7.5,8.06,0.32778284470168334,1,0
RA-785,2023,FASE 1,8.137866667,5.0,8.8,8.5,7.52,7.916666667,8.67,0.32748149244592223,0,0
RA-1062,2023,FASE 1,7.448841667,10.0,6.2,7.7,3.77,8.59375,8.503333333,0.32704033873241756,1,0
RA-909,2023,ALFA,8.486033333,5.0,9.2,9.9,7.52,8.125,8.056666667,0.32673211444476485,1,0
RA-696,2023,FASE 1,7.172666667,10.0,6.7,9.4,5.02,7.5,8.503333333,0.3243069141813711,0,0
RA-730,2023,FASE 1,7.979325,5.0,7.8,8.7,5.02,9.53125,8.67,0.3240753512373796,0,0
RA-476,2023,FASE 3,6.492408333,10.0,4.1,7.0,2.52,7.34375,7.505,0.323712626432057,0,0
RA-403,2023,FASE 2,7.716366667,5.0,7.8,8.8,6.27,7.291666667,8.45,0.3232500433340892,0,0
RA-686,2023,FASE 1,7.9642,5.0,8.0,9.0,7.52,7.5,8.56,0.3227526420702319,0,0
RA-784,2023,FASE 1,8.171366667,5.0,7.3,9.5,7.52,8.125,8.783333333,0.32272960268309125,0,0
RA-1111,2023,FASE 2,6.559166667,10.0,5.4,8.9,2.52,8.125,8.173333333,0.3226304391757204,0,0
RA-931,2023,ALFA,7.3747,10.0,7.8,8.2,2.52,5.625,7.6,0.32184606049623066,1,0
RA-107,2023,FASE 5,6.845208333,10.0,7.0,8.5,5.0,7.34375,7.5875,0.32103709542044606,1,0
RA-215,2023,FASE 4,7.166475,10.0,6.9,6.6,2.52,7.96875,7.7125,0.32093931228395917,0,0
RA-1068,2023,FASE 1,8.472533333,5.0,9.0,9.3,6.89,9.166666667,9.283333333,0.32033722397886566,0,0
RA-576,2023,FASE 1,7.984741667,5.0,8.0,9.3,5.02,9.21875,8.503333333,0.3190801977342123,0,0
RA-761,2023,FASE 1,8.219533333,5.0,8.4,9.7,7.52,8.333333333,8.12,0.3185063057385644,0,0
RA-1002,2023,ALFA,7.9012,5.0,7.0,9.7,7.52,6.25,8.92,0.31813556712379365,1,0
RA-1044,2023,FASE 1,7.629533333,5.0,6.1,9.7,7.52,7.5,8.336666667,0.317429981503326,0,0
RA-161,2023,FASE 5,6.250166667,10.0,5.8,7.3,2.52,8.125,7.795,0.3173379935665332,0,0
RA-982,2023,ALFA,7.1215,10.0,8.6,9.1,2.52,5.625,8.835,0.3173276836246373,0,0
RA-603,2023,FASE 2,6.748833333,10.0,7.0,8.9,2.52,7.708333333,7.78,0.31649484385387744,0,0
RA-969,2023,ALFA,7.7692,10.0,5.5,9.7,7.52,6.25,7.51,0.3161199851168099,1,0
RA-331,2023,FASE 3,7.039791667,10.0,5.2,8.6,2.52,7.03125,6.7975,0.3155384341326394,1,0
RA-1076,2023,FASE 2,7.901033333,5.0,8.5,9.7,2.52,8.333333333,8.8775,0.31500102391429874,0,0
RA-612,2023,FASE 1,8.410783333,5.0,9.7,9.7,3.77,9.0625,9.286666667,0.31499684181341103,0,0
RA-1027,2023,FASE 1,7.748866667,5.0,6.0,9.7,7.52,7.5,8.333333333,0.31434877819291124,0,0
RA-244,2023,FASE 4,7.044333333,10.0,7.3,8.8,2.52,8.125,8.8325,0.3129742149585486,0,0
RA-907,2023,ALFA,8.962033333,10.0,9.3,9.6,7.52,8.125,8.336666667,0.3128564665496113,1,0
RA-816,2023,FASE 1,8.5572,5.0,8.9,9.8,7.52,9.583333333,9.283333333,0.3128175833773411,0,0
RA-556,2023,FASE 2,7.7482,5.0,7.2,9.6,2.52,9.166666667,9.396666667,0.3114231041721144,0,0
RA-971,2023,ALFA,7.0169,10.0,6.9,6.4,3.77,5.625,8.17,0.31090971409825285,1,0
RA-814,2023,FASE 1,8.367866667,5.0,8.2,9.6,6.89,8.333333333,9.226666667,0.3098300063278623,0,0
RA-384,2023,FASE 3,6.757958333,10.0,7.3,9.1,2.52,7.65625,7.335,0.30976259283499197,0,0
RA-542,2023,FASE 2,7.816533333,5.0,6.3,9.7,5.0,8.75,9.006666667,0.3088973403089735,0,0
RA-770,2023,ALFA,6.6785,10.0,5.9,8.3,3.77,6.875,8.92,0.3074217453947357,1,0
RA-1134,2023,FASE 2,7.769866667,10.0,6.8,9.7,3.76,7.916666667,7.56,0.30738302923539873,0,0
RA-980,2023,ALFA,7.1425,10.0,6.3,9.8,5.02,5.625,9.34,0.3069425812277623,0,0
RA-409,2023,FASE 2,7.621466667,5.0,8.0,9.5,2.52,7.916666667,8.73,0.30684109623866435,0,0
RA-854,2023,ALFA,6.6415,10.0,6.0,9.5,3.77,5.625,8.01,0.3059717300086289,0,0
RA-950,2023,ALFA,8.8862,10.0,9.3,10.0,7.52,7.5,8.17,0.3059426828438233,1,0
RA-1064,2023,FASE 1,8.4777,5.0,8.6,9.8,7.52,9.375,8.84,0.3056309532850885,0,0
RA-490,2023,FASE 2,7.429466667,10.0,5.8,7.9,2.52,8.541666667,9.0075,0.3052236566552509,0,0
RA-1273,2023,FASE 8,,10.0,,,,,,0.30423691940075603,0,0
RA-14,2023,FASE 8,,10.0,,,,,,0.30300663548908413,0,0
RA-49,2023,FASE 8,,10.0,,,,,,0.30300663548908413,0,0
RA-21,2023,FASE 8,,10.0,,,,,,0.30300663548908413,0,0
RA-1077,2023,FASE 2,7.2115,10.0,7.3,9.7,2.52,8.75,8.4225,0.30247140639938974,0,0
RA-1227,2023,FASE 7,,10.0,,,2.52,,,0.30203642017103594,0,0
RA-789,2023,ALFA,7.974,10.0,7.9,9.5,7.52,7.5,,0.3011344635803588,0,0
RA-526,2023,FASE 2,8.0957,5.0,8.8,9.8,5.0,8.75,7.7525,0.30051202541775146,1,0
RA-573,2023,FASE 2,7.774366667,5.0,6.6,9.8,5.0,8.541666667,8.45,0.299740266349437,0,0
RA-737,2023,FASE 1,8.048033333,10.0,7.5,7.8,7.52,7.291666667,7.783333333,0.29969484178732503,0,0
RA-649,2023,FASE 2,7.579533333,5.0,6.5,9.3,3.77,8.75,8.836666667,0.2993970737578899,0,0
RA-1039,2023,FASE 1,7.686033333,5.0,6.2,9.9,7.52,8.125,8.056666667,0.29800037866251583,1,0
RA-1153,2023,FASE 3,7.968658333,5.0,7.2,10.0,7.52,7.65625,8.63,0.29697476530125255,1,0
RA-1114,2023,FASE 2,7.5667,10.0,4.9,9.8,2.52,8.125,8.56,0.2967799882083257,0,0
RA-583,2023,FASE 2,7.838866667,5.0,6.3,9.4,7.52,8.333333333,8.616666667,0.29551017181188066,0,0
RA-764,2023,FASE 1,7.682125,10.0,7.8,9.2,7.52,8.28125,8.56,0.29544669768238147,0,0
RA-733,2023,FASE 1,8.3342,10.0,6.2,8.7,7.52,8.333333333,8.893333333,0.29382448963068,1,0
RA-1265,2023,FASE 8,,10.0,,,,,,0.2933833362235721,0,0
RA-29,2023,FASE 8,,10.0,,,,,,0.2933833362235721,0,0
RA-17,2023,FASE 8,,10.0,,,,,,0.2933833362235721,0,0
RA-491,2023,FASE 2,7.560533333,10.0,5.0,9.6,2.52,7.708333333,8.3375,0.29318387537205387,1,0
RA-1257,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-88,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1253,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1262,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1267,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1232,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
RA-1244,2023,FASE 8,,10.0,,,,,,0.2931161809412793,0,0
