RA,Ano_Referencia,Fase,INDE,IAN,IDA,IEG,IPS,IPP,IPV,Probabilidade_Risco,Risco_Real_2024,Classificacao_Modelo
RA-1032,2023,FASE 1,7.434033333,5.0,6.0,9.5,7.52,7.291666667,7.563333333,0.45003860173892835,1,1
RA-1225,2023,FASE 7,,5.0,,,2.52,,,0.4496720676490764,0,1
RA-1119,2023,FASE 2,7.192,5.0,5.9,9.7,3.77,7.708333333,8.453333333,0.44864967503085146,1,1
RA-283,2023,FASE 3,7.549025,5.0,6.8,9.5,7.52,7.03125,7.5025,0.44759980501222063,1,1
RA-1198,2023,FASE 5,7.515233333,5.0,6.7,9.4,6.26,7.5,7.9625,0.44752063995632624,1,1
RA-1073,2023,FASE 2,6.384333333,5.0,6.2,8.8,2.52,8.333333333,9.045,0.4471361409169234,0,1
RA-1199,2023,FASE 5,7.024933333,5.0,6.2,9.1,5.0,6.875,8.0875,0.4469344329843282,1,1
RA-342,2023,FASE 3,7.539875,5.0,6.6,8.6,7.52,7.96875,8.505,0.4445860093936065,1,1
RA-434,2023,FASE 2,7.069766667,5.0,6.6,8.0,7.52,7.5,7.613333333,0.4434361173999718,0,1
RA-432,2023,FASE 3,6.850183333,5.0,5.2,9.0,2.52,7.8125,8.0425,0.44341288041066,1,1
RA-1098,2023,FASE 2,7.2787,5.0,6.4,9.5,2.52,8.125,7.92,0.44262787251161867,0,1
RA-1054,2023,FASE 1,7.459533333,5.0,6.6,8.6,7.52,7.5,7.836666667,0.4418175035020195,1,1
RA-1112,2023,FASE 2,7.088866667,5.0,6.3,7.9,2.52,8.333333333,8.616666667,0.440599022039192,0,1
RA-1178,2023,FASE 4,7.066475,5.0,5.7,9.3,2.52,7.96875,8.2125,0.44050506849245236,1,1
RA-1216,2023,FASE 6,7.7105,5.0,7.9,9.0,5.63,7.5,7.795,0.4394194221871675,0,1
RA-1220,2023,FASE 6,6.46725,5.0,6.8,9.0,5.0,7.8125,7.63,0.43864263755206595,1,1
RA-725,2023,ALFA,8.117366667,5.0,8.4,9.0,7.52,8.125,8.113333333,0.4371712049195987,1,1
RA-1021,2023,FASE 1,6.964616667,10.0,3.3,9.2,3.77,7.1875,7.893333333,0.436309809340986,1,1
RA-1108,2023,FASE 2,6.310833333,5.0,4.7,9.3,5.0,8.541666667,8.283333333,0.43562491746545223,0,1
RA-199,2023,FASE 3,7.892341667,5.0,8.5,7.6,7.51,7.96875,8.505,0.4350812554154389,1,1
RA-356,2023,FASE 3,6.452008333,10.0,3.4,8.5,2.52,6.09375,6.5025,0.4343436338498103,0,1
RA-608,2023,FASE 1,7.401741667,5.0,6.2,7.5,7.52,7.96875,8.113333333,0.4329508086893193,0,1
RA-768,2023,ALFA,8.4042,5.0,7.9,9.1,7.52,7.5,,0.43241439918349245,1,1
RA-562,2023,FASE 2,6.824833333,5.0,8.7,8.5,2.52,8.541666667,8.893333333,0.4320631285513116,0,1
RA-833,2023,FASE 1,7.81295,5.0,7.4,9.5,3.77,8.4375,8.56,0.4313008115719193,0,1
RA-527,2023,FASE 1,7.5682,5.0,6.5,9.1,7.52,7.5,7.78,0.43020885362076916,0,1
RA-509,2023,FASE 2,7.606033333,5.0,8.6,8.1,2.52,8.958333333,8.84,0.4283498068894364,0,1
RA-183,2023,FASE 3,7.586241667,5.0,7.7,9.7,2.52,7.96875,8.795,0.42702033855601634,0,1
RA-769,2023,ALFA,7.85345,5.0,8.0,9.3,3.77,7.8125,8.675,0.42595634342745986,1,1
RA-626,2023,FASE 2,7.231033333,5.0,6.5,9.2,4.39,7.291666667,7.613333333,0.4246307457030986,0,1
RA-456,2023,FASE 2,7.518,5.0,9.9,8.3,4.39,9.583333333,9.953333333,0.424138007955656,0,1
RA-664,2023,FASE 1,8.0872,5.0,8.0,9.6,7.52,7.916666667,8.116666667,0.423832598633958,0,1
RA-1090,2023,FASE 2,7.844033333,5.0,9.0,9.6,2.52,8.958333333,7.88,0.42006426202494423,0,1
RA-1019,2023,FASE 1,7.177033333,10.0,4.3,9.1,5.02,6.875,7.836666667,0.418900006690549,0,1
RA-684,2023,ALFA,7.4277,10.0,6.5,8.1,7.52,6.875,5.84,0.4181885757035794,0,1
RA-963,2023,ALFA,8.6142,5.0,8.5,9.8,7.52,7.5,,0.41712442005162625,0,1
RA-795,2023,ALFA,8.4642,5.0,8.2,9.6,7.52,7.5,,0.41701602810375177,1,1
RA-547,2023,FASE 2,6.467,5.0,6.2,9.1,2.52,8.75,8.95,0.4158544972338094,0,1
RA-480,2023,FASE 1,8.226408333,5.0,7.9,9.7,7.52,7.96875,8.336666667,0.4149898259460261,0,1
RA-40,2023,FASE 6,7.169975,5.0,5.9,8.2,7.52,7.96875,7.755,0.4148595518796726,0,1
RA-778,2023,FASE 1,7.926825,5.0,8.2,7.9,7.52,8.90625,8.62,0.41419618536466046,0,1
RA-1203,2023,FASE 5,7.487841667,5.0,7.2,10.0,2.52,7.96875,7.8775,0.4140268194735572,0,1
RA-953,2023,ALFA,7.54005,10.0,8.3,8.8,3.14,6.5625,7.09,0.41402001959014734,0,1
RA-363,2023,FASE 2,6.680833333,5.0,6.8,9.9,2.52,8.541666667,8.673333333,0.41371008770628825,0,1
RA-618,2023,FASE 2,6.4745,5.0,6.2,9.2,5.02,8.125,7.95,0.4127773942370468,1,1
RA-1169,2023,FASE 3,7.213625,5.0,6.3,9.5,5.0,7.03125,8.0025,0.4123326059944599,1,1
RA-799,2023,FASE 1,8.061533333,5.0,8.3,9.6,5.64,8.333333333,8.17,0.4121530931592127,0,1
RA-1013,2023,ALFA,7.6237,10.0,8.3,9.6,4.39,5.625,5.76,0.41069137415159107,1,1
RA-1160,2023,FASE 3,6.636166667,10.0,2.7,8.7,2.52,6.875,7.2575,0.40981298378092496,1,1
RA-518,2023,FASE 2,7.5762,10.0,6.7,8.5,5.0,8.125,6.9175,0.4089201001624224,0,1
RA-1035,2023,FASE 1,6.888833333,10.0,5.8,8.3,7.52,7.708333333,7.78,0.4083115898284375,1,1
RA-308,2023,FASE 4,6.578558333,10.0,4.9,6.8,5.0,7.03125,7.5025,0.40724618022500414,0,1
RA-1049,2023,FASE 1,7.443366667,5.0,6.3,7.7,7.52,8.125,7.943333333,0.4062725160964369,1,1
RA-755,2023,ALFA,8.7442,5.0,9.2,9.5,7.52,7.5,,0.4060698851127562,1,1
RA-968,2023,ALFA,8.4942,5.0,8.3,9.7,7.52,7.5,,0.40606818290641833,1,1
RA-1082,2023,FASE 2,7.1617,5.0,5.0,9.5,2.52,8.75,8.4225,0.4059365476926464,1,1
RA-653,2023,FASE 2,7.385666667,5.0,7.9,9.8,6.27,9.166666667,9.06,0.40320196494294147,0,1
RA-494,2023,FASE 2,7.116633333,5.0,6.8,9.0,2.52,7.708333333,8.71,0.4031966963892659,0,1
RA-1163,2023,FASE 3,7.749391667,5.0,7.2,9.3,7.52,7.65625,7.75,0.403086149862063,0,1
RA-964,2023,ALFA,7.7997,5.0,7.2,9.4,7.52,6.875,8.5,0.40157984562901955,1,1
RA-624,2023,FASE 1,8.270825,5.0,8.6,9.2,7.52,8.90625,8.39,0.4008370843054783,0,1
RA-745,2023,FASE 1,7.668366667,5.0,7.0,9.3,3.77,8.125,8.893333333,0.4005136222059982,0,1
RA-623,2023,FASE 2,7.8307,5.0,7.3,9.5,7.52,7.291666667,7.446666667,0.40025178849157983,1,1
RA-1087,2023,FASE 2,7.2067,5.0,5.4,9.5,2.52,8.75,8.0475,0.3995819848492291,0,1
RA-461,2023,FASE 2,7.2379,5.0,7.4,7.9,3.77,8.541666667,8.616666667,0.39881408446214933,0,1
RA-606,2023,FASE 1,7.402491667,5.0,6.0,8.5,7.52,7.65625,8.223333333,0.39849693199726877,0,1
RA-1118,2023,FASE 2,7.163833333,5.0,6.0,8.8,7.52,7.708333333,8.28,0.39690026002377393,0,1
RA-782,2023,ALFA,7.6812,5.0,7.5,9.8,2.52,7.5,9.345,0.3963293651497465,0,1
RA-1075,2023,FASE 2,6.591333333,5.0,5.5,9.6,5.0,7.708333333,9.0025,0.39597876789778574,1,1
RA-528,2023,FASE 2,7.6892,5.0,8.2,8.5,5.0,8.75,7.92,0.39559351040813995,0,1
RA-988,2023,ALFA,7.9568,5.0,8.5,8.1,7.52,6.25,9.84,0.39546954122760614,1,1
RA-1030,2023,FASE 1,7.4027,5.0,6.9,9.7,3.77,6.875,8.39,0.39447178430169083,0,1
RA-19,2023,FASE 7,7.710866667,5.0,7.8,9.4,5.63,7.75,8.1725,0.393947439336856,0,1
RA-96,2023,FASE 6,7.610791667,5.0,6.4,8.9,7.52,7.65625,7.84,0.3920827828982165,0,1
RA-1221,2023,FASE 7,8.027466667,5.0,8.7,9.1,6.26,8.0,8.09,0.39198491704941835,0,1
RA-853,2023,ALFA,7.8402,5.0,7.4,9.5,3.77,6.25,9.84,0.3917938865498393,0,1
RA-1166,2023,FASE 3,7.307858333,5.0,4.8,9.6,7.52,7.65625,7.9175,0.38918105619235316,1,1
RA-1095,2023,FASE 2,6.238,5.0,5.3,9.8,2.52,8.75,8.005,0.3879358482615225,0,1
RA-760,2023,FASE 2,6.548333333,5.0,6.3,8.8,7.52,7.083333333,7.84,0.38716966017544274,0,1
RA-713,2023,FASE 1,7.408033333,5.0,7.5,9.6,3.77,6.875,8.166666667,0.3869372382196509,0,1
RA-1029,2023,FASE 1,7.058533333,10.0,5.4,6.3,3.77,7.5,8.006666667,0.38489657095154534,1,1
RA-1099,2023,FASE 2,7.113533333,5.0,5.2,9.6,2.52,8.333333333,8.34,0.3848889645654196,0,1
RA-600,2023,FASE 1,7.651658333,5.0,7.2,8.4,7.52,8.28125,8.056666667,0.38392442141902006,0,1
RA-1048,2023,FASE 1,7.811366667,5.0,8.2,9.5,3.77,8.541666667,8.5,0.38369775952715823,0,1
RA-1024,2023,FASE 1,7.788875,5.0,9.8,10.0,6.27,9.21875,8.95,0.3794385455193959,1,1
RA-64,2023,FASE 6,7.452541667,5.0,6.7,9.2,6.89,7.34375,7.9625,0.3793895954154283,0,1
RA-690,2023,ALFA,8.6112,5.0,9.1,9.8,6.89,7.5,,0.3793231006437665,1,1
RA-893,2023,ALFA,8.8042,5.0,9.3,10.0,7.52,7.5,,0.37702214197824896,0,1
RA-1081,2023,FASE 2,7.666033333,5.0,6.5,10.0,2.52,8.958333333,8.59,0.375222268783121,0,1
RA-1001,2023,ALFA,8.1162,5.0,7.8,9.1,7.52,7.5,9.17,0.3750847120129085,1,1
RA-748,2023,ALFA,8.7142,5.0,9.1,9.7,7.52,7.5,,0.3743183967176616,1,1
RA-1149,2023,FASE 3,7.410108333,5.0,7.2,9.8,2.52,7.96875,8.1725,0.37389154701806426,1,1
RA-389,2023,FASE 2,6.687,5.0,8.2,8.2,2.52,8.75,8.95,0.3737748404612734,0,1
RA-1052,2023,FASE 1,6.960333333,10.0,5.3,9.0,7.52,7.916666667,7.833333333,0.37021114137095573,1,1
RA-539,2023,FASE 2,7.796866667,5.0,8.5,8.6,2.52,9.166666667,8.84,0.3696078524983787,0,1
RA-469,2023,FASE 2,7.482533333,5.0,7.8,9.3,2.52,7.916666667,8.843333333,0.3652877154670309,0,1
RA-376,2023,FASE 2,7.1392,5.0,5.9,9.6,2.52,7.916666667,8.226666667,0.36526278627174896,1,1
RA-1022,2023,FASE 1,7.164616667,10.0,4.7,8.5,3.77,7.1875,7.893333333,0.36492560474025415,1,1
RA-858,2023,ALFA,7.248833333,10.0,9.3,8.1,3.77,8.125,7.946666667,0.36436214671654704,1,1
RA-994,2023,ALFA,7.4127,10.0,6.0,9.4,3.77,5.625,7.265,0.36399238164390346,1,1
RA-918,2023,ALFA,7.4967,10.0,7.7,8.7,2.52,5.625,7.01,0.3632055238328299,1,1
RA-402,2023,FASE 3,6.632716667,10.0,4.2,7.3,2.52,7.8125,6.88,0.36307898771163477,0,1
RA-1058,2023,FASE 1,7.356533333,10.0,5.4,8.7,3.14,7.083333333,7.62,0.3623018432439022,1,1
RA-1181,2023,FASE 4,6.971266667,10.0,4.8,8.3,2.52,7.5,7.3375,0.36121808250572923,0,1
RA-894,2023,ALFA,8.8142,5.0,9.4,9.9,7.52,7.5,,0.36106111085251197,1,1
RA-757,2023,ALFA,8.6742,5.0,9.3,9.6,7.52,7.5,,0.36050508597869274,1,1
RA-638,2023,FASE 1,7.754866667,5.0,6.5,9.4,7.52,8.333333333,7.946666667,0.3601945111162653,0,1
RA-59,2023,FASE 6,7.692291667,5.0,7.2,9.6,5.63,8.28125,8.4225,0.35961032887690864,0,1
RA-1038,2023,FASE 1,7.736825,5.0,6.5,9.3,7.52,8.90625,8.17,0.35949722070221973,0,1
RA-313,2023,FASE 4,7.011091667,10.0,3.9,8.7,2.52,7.65625,7.75,0.35938823539205894,1,1
RA-836,2023,ALFA,7.6417,5.0,6.7,9.6,6.27,6.875,8.085,0.35912208396064427,1,1
RA-927,2023,ALFA,7.5982,5.0,6.4,9.7,3.77,7.5,9.255,0.35899676384560275,0,1
RA-802,2023,FASE 1,8.126866667,5.0,9.4,9.3,7.52,8.333333333,7.506666667,0.3587459632970941,0,1
RA-1063,2023,FASE 1,7.490825,5.0,5.9,9.5,7.52,6.40625,7.89,0.3585016251816949,1,1
RA-921,2023,ALFA,7.7407,10.0,6.3,9.7,7.52,5.625,6.68,0.356428511783244,1,1
RA-688,2023,FASE 1,8.0442,5.0,8.6,9.3,7.52,7.5,8.06,0.35516887355614635,0,1
RA-1034,2023,FASE 1,7.9642,5.0,8.3,9.0,7.52,8.333333333,8.393333333,0.35475925304846107,0,1
RA-700,2023,ALFA,8.2852,5.0,7.8,9.7,7.52,6.25,9.84,0.35308349444022813,1,1
RA-501,2023,FASE 1,8.1357,5.0,8.9,8.4,7.52,8.541666667,9.396666667,0.3527442339291108,0,1
RA-898,2023,ALFA,8.4217,5.0,9.4,9.8,3.77,8.125,,0.35262699397265973,1,1
RA-651,2023,FASE 2,7.332,10.0,9.3,8.2,3.77,8.75,7.95,0.3522363207124858,0,1
RA-752,2023,FASE 1,8.073825,5.0,6.4,9.9,7.52,7.65625,9.23,0.3521004236108387,1,1
RA-299,2023,FASE 4,6.796541667,10.0,6.1,9.6,2.52,7.96875,8.005,0.35108241570778725,0,1
RA-375,2023,FASE 2,7.070833333,5.0,7.9,9.9,5.0,8.541666667,8.283333333,0.3504746975057964,0,1
RA-1059,2023,FASE 1,7.763741667,5.0,7.6,9.8,2.52,7.96875,8.673333333,0.34897890619101934,0,1
RA-910,2023,ALFA,7.801,10.0,8.9,8.8,7.52,8.75,8.17,0.3482141079045047,0,1
RA-966,2023,ALFA,7.44345,5.0,5.0,10.0,7.52,6.5625,7.675,0.3478519216221228,1,1
RA-826,2023,ALFA,7.77645,5.0,7.3,10.0,3.77,7.8125,8.34,0.3475218903427723,1,1
RA-1115,2023,FASE 2,6.474,10.0,4.0,8.3,7.52,7.5,7.56,0.3466584809982341,0,1
RA-1040,2023,FASE 1,7.81545,5.0,6.6,9.3,7.52,7.8125,8.06,0.34620557770062416,1,1
RA-1106,2023,FASE 2,7.1642,5.0,5.1,9.3,5.0,8.333333333,8.003333333,0.345963777405322,0,1
RA-862,2023,ALFA,8.2212,5.0,8.9,9.1,8.14,7.5,8.585,0.344768363350205,1,1
RA-1009,2023,ALFA,7.245,10.0,8.8,9.0,3.77,7.5,7.84,0.3441851690397915,1,1
RA-687,2023,FASE 1,7.617533333,5.0,6.9,9.0,7.52,7.5,8.226666667,0.343333537379727,0,1
RA-445,2023,FASE 2,7.9087,5.0,8.4,8.8,6.89,8.541666667,8.176666667,0.3423608461799639,0,1
RA-1018,2023,FASE 1,6.824,10.0,6.3,8.5,5.02,7.5,8.06,0.3414456418704562,1,1
RA-873,2023,ALFA,7.8012,5.0,7.0,9.7,7.52,6.25,8.67,0.34108206872648045,1,1
RA-949,2023,ALFA,8.0172,10.0,8.9,8.1,7.52,6.25,6.5,0.33918052464186044,1,1
RA-832,2023,FASE 1,8.2697,5.0,8.5,9.5,7.52,7.708333333,8.283333333,0.33880397463974504,0,1
RA-808,2023,ALFA,8.1932,5.0,8.7,10.0,2.52,7.5,9.755,0.3350017923253217,0,1
RA-819,2023,FASE 1,7.944833333,10.0,9.5,8.3,7.52,8.541666667,8.893333333,0.3343423753384112,0,1
RA-1111,2023,FASE 2,6.559166667,10.0,5.4,8.9,2.52,8.125,8.173333333,0.33414195157382476,0,1
RA-360,2023,FASE 3,5.790875,10.0,4.3,7.3,2.52,7.34375,7.4225,0.3340474426227365,1,1
RA-614,2023,FASE 2,8.2282,5.0,8.6,9.1,7.52,8.333333333,8.563333333,0.333763907674414,1,1
RA-794,2023,ALFA,7.9842,5.0,6.2,9.2,7.52,7.5,,0.33307199591487513,0,1
RA-1015,2023,FASE 1,7.538908333,5.0,6.3,9.3,6.27,7.34375,7.786666667,0.3326266760883335,0,1
RA-785,2023,FASE 1,8.137866667,5.0,8.8,8.5,7.52,7.916666667,8.67,0.33253293729735406,0,1
RA-646,2023,FASE 2,8.3547,5.0,8.4,8.9,7.52,8.958333333,8.783333333,0.3312849874932879,1,1
RA-796,2023,FASE 1,7.462866667,5.0,5.5,9.8,6.27,7.083333333,8.336666667,0.3304739273807775,1,1
RA-629,2023,FASE 1,8.013866667,5.0,7.5,9.4,7.52,7.916666667,7.95,0.3292786004262834,0,1
RA-277,2023,FASE 4,7.7284,5.0,5.5,9.9,7.52,8.125,8.7525,0.3279812439366616,0,1
RA-81,2023,FASE 5,7.45425,10.0,6.3,8.8,2.52,7.8125,7.2125,0.32762332036155545,0,1
RA-628,2023,FASE 1,8.370325,5.0,9.4,8.9,7.52,8.28125,8.45,0.32707076118787837,1,1
RA-476,2023,FASE 3,6.492408333,10.0,4.1,7.0,2.52,7.34375,7.505,0.3259472646960885,0,1
RA-686,2023,FASE 1,7.9642,5.0,8.0,9.0,7.52,7.5,8.56,0.3258837238391086,0,1
RA-761,2023,FASE 1,8.219533333,5.0,8.4,9.7,7.52,8.333333333,8.12,0.32540761592110384,0,1
RA-771,2023,ALFA,7.056,10.0,8.2,8.8,3.14,6.25,8.585,0.3246600029796511,1,1
RA-982,2023,ALFA,7.1215,10.0,8.6,9.1,2.52,5.625,8.835,0.32448450815194413,0,1
RA-935,2023,ALFA,7.9535,5.0,9.4,9.8,7.52,9.375,9.67,0.3244159013052874,1,1
RA-926,2023,ALFA,7.7792,5.0,6.8,10.0,3.77,7.5,9.51,0.3242355483039778,1,1
RA-954,2023,ALFA,6.82375,10.0,7.7,8.3,3.14,7.1875,8.005,0.3227853025333568,0,1
RA-403,2023,FASE 2,7.716366667,5.0,7.8,8.8,6.27,7.291666667,8.45,0.3222003900262104,0,1
RA-696,2023,FASE 1,7.172666667,10.0,6.7,9.4,5.02,7.5,8.503333333,0.3219369742755812,0,1
RA-1004,2023,ALFA,8.3137,10.0,7.9,9.6,7.52,6.875,7.42,0.32165275387380665,1,1
RA-548,2023,FASE 2,7.4322,5.0,7.4,9.1,2.52,8.333333333,8.283333333,0.3206807627254065,0,1
RA-1065,2023,FASE 1,8.03395,5.0,7.0,9.6,7.52,8.4375,8.84,0.3189735704931965,0,1
RA-945,2023,ALFA,8.0777,10.0,7.9,9.2,7.52,6.875,6.84,0.31884511162705487,1,1
RA-1129,2023,FASE 2,7.309333333,10.0,7.8,9.2,6.27,7.916666667,7.503333333,0.31842204954774656,0,1
RA-331,2023,FASE 3,7.039791667,10.0,5.2,8.6,2.52,7.03125,6.7975,0.3175967436485084,1,1
RA-409,2023,FASE 2,7.621466667,5.0,8.0,9.5,2.52,7.916666667,8.73,0.31660424379542046,0,1
RA-787,2023,ALFA,7.5227,5.0,5.9,9.8,7.52,5.625,8.34,0.31565936710921244,1,1
RA-1062,2023,FASE 1,7.448841667,10.0,6.2,7.7,3.77,8.59375,8.503333333,0.31506015654983655,1,1
RA-652,2023,FASE 1,7.871033333,5.0,7.0,9.4,6.89,8.125,8.446666667,0.31482381376023033,0,1
RA-603,2023,FASE 2,6.748833333,10.0,7.0,8.9,2.52,7.708333333,7.78,0.31466958875146206,0,1
RA-390,2023,FASE 3,6.905741667,10.0,4.8,8.8,2.52,7.34375,7.005,0.31365382121146834,0,1
RA-161,2023,FASE 5,6.250166667,10.0,5.8,7.3,2.52,8.125,7.795,0.3128731349913704,0,1
RA-971,2023,ALFA,7.0169,10.0,6.9,6.4,3.77,5.625,8.17,0.3120057268559901,1,1
RA-781,2023,FASE 1,8.209283333,5.0,7.9,9.8,7.52,8.4375,9.116666667,0.3110585080536792,0,1
RA-909,2023,ALFA,8.486033333,5.0,9.2,9.9,7.52,8.125,8.056666667,0.3087353725522845,1,1
RA-891,2023,ALFA,7.8882,5.0,7.5,9.5,6.89,7.5,7.995,0.30820277389592415,1,1
RA-931,2023,ALFA,7.3747,10.0,7.8,8.2,2.52,5.625,7.6,0.30724992362540426,1,1
RA-730,2023,FASE 1,7.979325,5.0,7.8,8.7,5.02,9.53125,8.67,0.3071498378068401,0,1
RA-946,2023,ALFA,8.5822,10.0,9.3,9.4,7.52,7.5,7.0,0.3069628987468689,1,1
RA-1077,2023,FASE 2,7.2115,10.0,7.3,9.7,2.52,8.75,8.4225,0.3062890992094711,0,1
RA-580,2023,FASE 1,8.4712,5.0,9.0,9.8,7.52,8.75,8.67,0.30614713233789187,1,1
RA-576,2023,FASE 1,7.984741667,5.0,8.0,9.3,5.02,9.21875,8.503333333,0.30587302498931795,0,1
RA-332,2023,FASE 3,8.002591667,5.0,6.8,8.4,8.76,8.28125,9.175,0.3055704225513048,0,1
RA-854,2023,ALFA,6.6415,10.0,6.0,9.5,3.77,5.625,8.01,0.3050708855414741,0,1
RA-384,2023,FASE 3,6.757958333,10.0,7.3,9.1,2.52,7.65625,7.335,0.30464688827111436,0,1
RA-649,2023,FASE 2,7.579533333,5.0,6.5,9.3,3.77,8.75,8.836666667,0.30447965950859146,0,1
RA-526,2023,FASE 2,8.0957,5.0,8.8,9.8,5.0,8.75,7.7525,0.30394934062618323,1,1
RA-702,2023,ALFA,8.239866667,5.0,9.3,10.0,5.63,7.5,7.833333333,0.30356079744043374,1,1
RA-816,2023,FASE 1,8.5572,5.0,8.9,9.8,7.52,9.583333333,9.283333333,0.3020700740512091,0,1
RA-1076,2023,FASE 2,7.901033333,5.0,8.5,9.7,2.52,8.333333333,8.8775,0.30204664584469554,0,1
RA-698,2023,FASE 1,7.553616667,10.0,5.7,9.9,2.52,7.1875,8.113333333,0.3010159369566437,0,1
RA-814,2023,FASE 1,8.367866667,5.0,8.2,9.6,6.89,8.333333333,9.226666667,0.3008513686623327,0,1
RA-969,2023,ALFA,7.7692,10.0,5.5,9.7,7.52,6.25,7.51,0.30012536035536513,1,1
RA-834,2023,FASE 1,8.662616667,5.0,9.2,9.9,6.27,9.6875,9.283333333,0.2991344596312293,0,0
RA-220,2023,FASE 4,7.102016667,10.0,6.1,7.6,2.52,7.1875,7.5475,0.29834312006380537,0,0
RA-1114,2023,FASE 2,7.5667,10.0,4.9,9.8,2.52,8.125,8.56,0.29770055060866235,0,0
RA-191,2023,FASE 4,7.263666667,10.0,7.8,9.7,2.52,8.125,8.4625,0.2969494971001939,0,0
RA-770,2023,ALFA,6.6785,10.0,5.9,8.3,3.77,6.875,8.92,0.2962827962193754,1,0
RA-1273,2023,FASE 8,,10.0,,,,,,0.29617355318188543,0,0
RA-244,2023,FASE 4,7.044333333,10.0,7.3,8.8,2.52,8.125,8.8325,0.29611859244928923,0,0
RA-215,2023,FASE 4,7.166475,10.0,6.9,6.6,2.52,7.96875,7.7125,0.2958540950999468,0,0
RA-753,2023,ALFA,8.6672,5.0,9.0,9.9,7.52,7.5,9.925,0.2955664278531927,1,0
RA-861,2023,ALFA,9.31095,10.0,9.6,10.0,8.13,8.4375,8.92,0.2952687234849772,1,0
RA-490,2023,FASE 2,7.429466667,10.0,5.8,7.9,2.52,8.541666667,9.0075,0.2948537336084397,0,0
RA-597,2023,FASE 1,8.49045,5.0,8.5,9.6,7.52,9.0625,8.56,0.29414068436469015,0,0
RA-1064,2023,FASE 1,8.4777,5.0,8.6,9.8,7.52,9.375,8.84,0.29400260731315403,0,0
RA-1020,2023,FASE 1,7.612283333,10.0,6.1,9.1,2.52,7.1875,8.056666667,0.29356706684956935,0,0
RA-357,2023,FASE 2,8.2832,5.0,8.7,9.6,7.52,8.75,8.23,0.29342976787275493,1,0
RA-1039,2023,FASE 1,7.686033333,5.0,6.2,9.9,7.52,8.125,8.056666667,0.2931536428731679,1,0
RA-784,2023,FASE 1,8.171366667,5.0,7.3,9.5,7.52,8.125,8.783333333,0.2907395617651624,0,0
RA-21,2023,FASE 8,,10.0,,,,,,0.29011641032474267,0,0
RA-14,2023,FASE 8,,10.0,,,,,,0.29011641032474267,0,0
RA-49,2023,FASE 8,,10.0,,,,,,0.29011641032474267,0,0
RA-1002,2023,ALFA,7.9012,5.0,7.0,9.7,7.52,6.25,8.92,0.28966828883863477,1,0
RA-980,2023,ALFA,7.1425,10.0,6.3,9.8,5.02,5.625,9.34,0.2876004410234449,0,0
RA-1044,2023,FASE 1,7.629533333,5.0,6.1,9.7,7.52,7.5,8.336666667,0.2870584140470841,0,0
RA-939,2023,ALFA,7.9742,5.0,5.4,10.0,7.52,7.5,,0.286444268559671,1,0
RA-491,2023,FASE 2,7.560533333,10.0,5.0,9.6,2.52,7.708333333,8.3375,0.28559096183142624,1,0
RA-542,2023,FASE 2,7.816533333,5.0,6.3,9.7,5.0,8.75,9.006666667,0.2851418330333812,0,0
RA-1068,2023,FASE 1,8.472533333,5.0,9.0,9.3,6.89,9.166666667,9.283333333,0.28440840184243077,0,0
RA-107,2023,FASE 5,6.845208333,10.0,7.0,8.5,5.0,7.34375,7.5875,0.2839551195536491,1,0
RA-1265,2023,FASE 8,,10.0,,,,,,0.2835915565837124,0,0
RA-17,2023,FASE 8,,10.0,,,,,,0.2835915565837124,0,0
RA-29,2023,FASE 8,,10.0,,,,,,0.2835915565837124,0,0
RA-655,2023,FASE 2,8.3198,5.0,8.3,9.9,7.52,9.166666667,8.896666667,0.2832132037889275,0,0
RA-880,2023,ALFA,6.724,10.0,6.3,9.4,2.52,6.25,8.585,0.2821543898512679,1,0
RA-1256,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1253,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1246,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1254,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-88,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-25,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1248,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1251,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1257,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1258,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1235,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1236,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1270,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1267,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1268,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1233,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1242,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1238,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1240,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1269,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
RA-1232,2023,FASE 8,,10.0,,,,,,0.2816355021025301,0,0
